"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"04/12/2023 00:00:00 - 04/12/2023 01:00:00","BZN|GR","Without Sequence","93.86","",""
"04/12/2023 01:00:00 - 04/12/2023 02:00:00","BZN|GR","Without Sequence","89.81","",""
"04/12/2023 02:00:00 - 04/12/2023 03:00:00","BZN|GR","Without Sequence","88.02","",""
"04/12/2023 03:00:00 - 04/12/2023 04:00:00","BZN|GR","Without Sequence","85.38","",""
"04/12/2023 04:00:00 - 04/12/2023 05:00:00","BZN|GR","Without Sequence","85.83","",""
"04/12/2023 05:00:00 - 04/12/2023 06:00:00","BZN|GR","Without Sequence","94.86","",""
"04/12/2023 06:00:00 - 04/12/2023 07:00:00","BZN|GR","Without Sequence","110.96","",""
"04/12/2023 07:00:00 - 04/12/2023 08:00:00","BZN|GR","Without Sequence","141.53","",""
"04/12/2023 08:00:00 - 04/12/2023 09:00:00","BZN|GR","Without Sequence","162.90","",""
"04/12/2023 09:00:00 - 04/12/2023 10:00:00","BZN|GR","Without Sequence","138.22","",""
"04/12/2023 10:00:00 - 04/12/2023 11:00:00","BZN|GR","Without Sequence","133.93","",""
"04/12/2023 11:00:00 - 04/12/2023 12:00:00","BZN|GR","Without Sequence","130.37","",""
"04/12/2023 12:00:00 - 04/12/2023 13:00:00","BZN|GR","Without Sequence","126.56","",""
"04/12/2023 13:00:00 - 04/12/2023 14:00:00","BZN|GR","Without Sequence","129.80","",""
"04/12/2023 14:00:00 - 04/12/2023 15:00:00","BZN|GR","Without Sequence","129.58","",""
"04/12/2023 15:00:00 - 04/12/2023 16:00:00","BZN|GR","Without Sequence","146.51","",""
"04/12/2023 16:00:00 - 04/12/2023 17:00:00","BZN|GR","Without Sequence","163.23","",""
"04/12/2023 17:00:00 - 04/12/2023 18:00:00","BZN|GR","Without Sequence","173.10","",""
"04/12/2023 18:00:00 - 04/12/2023 19:00:00","BZN|GR","Without Sequence","154.63","",""
"04/12/2023 19:00:00 - 04/12/2023 20:00:00","BZN|GR","Without Sequence","138.25","",""
"04/12/2023 20:00:00 - 04/12/2023 21:00:00","BZN|GR","Without Sequence","122.00","",""
"04/12/2023 21:00:00 - 04/12/2023 22:00:00","BZN|GR","Without Sequence","105.55","",""
"04/12/2023 22:00:00 - 04/12/2023 23:00:00","BZN|GR","Without Sequence","100.00","",""
"04/12/2023 23:00:00 - 05/12/2023 00:00:00","BZN|GR","Without Sequence","91.76","",""
