"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/12/2023 00:00:00 - 12/12/2023 01:00:00","BZN|GR","Without Sequence","91.05","",""
"12/12/2023 01:00:00 - 12/12/2023 02:00:00","BZN|GR","Without Sequence","87.06","",""
"12/12/2023 02:00:00 - 12/12/2023 03:00:00","BZN|GR","Without Sequence","85.62","",""
"12/12/2023 03:00:00 - 12/12/2023 04:00:00","BZN|GR","Without Sequence","84.42","",""
"12/12/2023 04:00:00 - 12/12/2023 05:00:00","BZN|GR","Without Sequence","86.03","",""
"12/12/2023 05:00:00 - 12/12/2023 06:00:00","BZN|GR","Without Sequence","97.46","",""
"12/12/2023 06:00:00 - 12/12/2023 07:00:00","BZN|GR","Without Sequence","131.36","",""
"12/12/2023 07:00:00 - 12/12/2023 08:00:00","BZN|GR","Without Sequence","130.06","",""
"12/12/2023 08:00:00 - 12/12/2023 09:00:00","BZN|GR","Without Sequence","150.04","",""
"12/12/2023 09:00:00 - 12/12/2023 10:00:00","BZN|GR","Without Sequence","129.88","",""
"12/12/2023 10:00:00 - 12/12/2023 11:00:00","BZN|GR","Without Sequence","129.99","",""
"12/12/2023 11:00:00 - 12/12/2023 12:00:00","BZN|GR","Without Sequence","124.52","",""
"12/12/2023 12:00:00 - 12/12/2023 13:00:00","BZN|GR","Without Sequence","120.00","",""
"12/12/2023 13:00:00 - 12/12/2023 14:00:00","BZN|GR","Without Sequence","123.00","",""
"12/12/2023 14:00:00 - 12/12/2023 15:00:00","BZN|GR","Without Sequence","131.55","",""
"12/12/2023 15:00:00 - 12/12/2023 16:00:00","BZN|GR","Without Sequence","138.94","",""
"12/12/2023 16:00:00 - 12/12/2023 17:00:00","BZN|GR","Without Sequence","219.11","",""
"12/12/2023 17:00:00 - 12/12/2023 18:00:00","BZN|GR","Without Sequence","200.01","",""
"12/12/2023 18:00:00 - 12/12/2023 19:00:00","BZN|GR","Without Sequence","146.56","",""
"12/12/2023 19:00:00 - 12/12/2023 20:00:00","BZN|GR","Without Sequence","141.43","",""
"12/12/2023 20:00:00 - 12/12/2023 21:00:00","BZN|GR","Without Sequence","122.23","",""
"12/12/2023 21:00:00 - 12/12/2023 22:00:00","BZN|GR","Without Sequence","117.01","",""
"12/12/2023 22:00:00 - 12/12/2023 23:00:00","BZN|GR","Without Sequence","122.00","",""
"12/12/2023 23:00:00 - 13/12/2023 00:00:00","BZN|GR","Without Sequence","96.86","",""
