"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/12/2023 00:00:00 - 05/12/2023 01:00:00","BZN|GR","Without Sequence","90.85","",""
"05/12/2023 01:00:00 - 05/12/2023 02:00:00","BZN|GR","Without Sequence","88.01","",""
"05/12/2023 02:00:00 - 05/12/2023 03:00:00","BZN|GR","Without Sequence","85.73","",""
"05/12/2023 03:00:00 - 05/12/2023 04:00:00","BZN|GR","Without Sequence","83.62","",""
"05/12/2023 04:00:00 - 05/12/2023 05:00:00","BZN|GR","Without Sequence","84.71","",""
"05/12/2023 05:00:00 - 05/12/2023 06:00:00","BZN|GR","Without Sequence","91.02","",""
"05/12/2023 06:00:00 - 05/12/2023 07:00:00","BZN|GR","Without Sequence","109.51","",""
"05/12/2023 07:00:00 - 05/12/2023 08:00:00","BZN|GR","Without Sequence","131.93","",""
"05/12/2023 08:00:00 - 05/12/2023 09:00:00","BZN|GR","Without Sequence","150.00","",""
"05/12/2023 09:00:00 - 05/12/2023 10:00:00","BZN|GR","Without Sequence","164.20","",""
"05/12/2023 10:00:00 - 05/12/2023 11:00:00","BZN|GR","Without Sequence","156.01","",""
"05/12/2023 11:00:00 - 05/12/2023 12:00:00","BZN|GR","Without Sequence","146.02","",""
"05/12/2023 12:00:00 - 05/12/2023 13:00:00","BZN|GR","Without Sequence","139.44","",""
"05/12/2023 13:00:00 - 05/12/2023 14:00:00","BZN|GR","Without Sequence","140.00","",""
"05/12/2023 14:00:00 - 05/12/2023 15:00:00","BZN|GR","Without Sequence","141.49","",""
"05/12/2023 15:00:00 - 05/12/2023 16:00:00","BZN|GR","Without Sequence","142.19","",""
"05/12/2023 16:00:00 - 05/12/2023 17:00:00","BZN|GR","Without Sequence","160.00","",""
"05/12/2023 17:00:00 - 05/12/2023 18:00:00","BZN|GR","Without Sequence","159.49","",""
"05/12/2023 18:00:00 - 05/12/2023 19:00:00","BZN|GR","Without Sequence","147.47","",""
"05/12/2023 19:00:00 - 05/12/2023 20:00:00","BZN|GR","Without Sequence","141.56","",""
"05/12/2023 20:00:00 - 05/12/2023 21:00:00","BZN|GR","Without Sequence","128.63","",""
"05/12/2023 21:00:00 - 05/12/2023 22:00:00","BZN|GR","Without Sequence","117.83","",""
"05/12/2023 22:00:00 - 05/12/2023 23:00:00","BZN|GR","Without Sequence","111.55","",""
"05/12/2023 23:00:00 - 06/12/2023 00:00:00","BZN|GR","Without Sequence","103.28","",""
