"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"15/12/2023 00:00:00 - 15/12/2023 01:00:00","BZN|GR","Without Sequence","70.00","",""
"15/12/2023 01:00:00 - 15/12/2023 02:00:00","BZN|GR","Without Sequence","68.89","",""
"15/12/2023 02:00:00 - 15/12/2023 03:00:00","BZN|GR","Without Sequence","60.00","",""
"15/12/2023 03:00:00 - 15/12/2023 04:00:00","BZN|GR","Without Sequence","54.73","",""
"15/12/2023 04:00:00 - 15/12/2023 05:00:00","BZN|GR","Without Sequence","75.16","",""
"15/12/2023 05:00:00 - 15/12/2023 06:00:00","BZN|GR","Without Sequence","80.41","",""
"15/12/2023 06:00:00 - 15/12/2023 07:00:00","BZN|GR","Without Sequence","95.97","",""
"15/12/2023 07:00:00 - 15/12/2023 08:00:00","BZN|GR","Without Sequence","110.58","",""
"15/12/2023 08:00:00 - 15/12/2023 09:00:00","BZN|GR","Without Sequence","121.50","",""
"15/12/2023 09:00:00 - 15/12/2023 10:00:00","BZN|GR","Without Sequence","122.00","",""
"15/12/2023 10:00:00 - 15/12/2023 11:00:00","BZN|GR","Without Sequence","110.82","",""
"15/12/2023 11:00:00 - 15/12/2023 12:00:00","BZN|GR","Without Sequence","106.41","",""
"15/12/2023 12:00:00 - 15/12/2023 13:00:00","BZN|GR","Without Sequence","107.60","",""
"15/12/2023 13:00:00 - 15/12/2023 14:00:00","BZN|GR","Without Sequence","107.01","",""
"15/12/2023 14:00:00 - 15/12/2023 15:00:00","BZN|GR","Without Sequence","112.16","",""
"15/12/2023 15:00:00 - 15/12/2023 16:00:00","BZN|GR","Without Sequence","112.16","",""
"15/12/2023 16:00:00 - 15/12/2023 17:00:00","BZN|GR","Without Sequence","122.00","",""
"15/12/2023 17:00:00 - 15/12/2023 18:00:00","BZN|GR","Without Sequence","116.43","",""
"15/12/2023 18:00:00 - 15/12/2023 19:00:00","BZN|GR","Without Sequence","108.97","",""
"15/12/2023 19:00:00 - 15/12/2023 20:00:00","BZN|GR","Without Sequence","101.01","",""
"15/12/2023 20:00:00 - 15/12/2023 21:00:00","BZN|GR","Without Sequence","93.37","",""
"15/12/2023 21:00:00 - 15/12/2023 22:00:00","BZN|GR","Without Sequence","88.36","",""
"15/12/2023 22:00:00 - 15/12/2023 23:00:00","BZN|GR","Without Sequence","92.80","",""
"15/12/2023 23:00:00 - 16/12/2023 00:00:00","BZN|GR","Without Sequence","76.71","",""
