"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"17/12/2023 00:00:00 - 17/12/2023 01:00:00","BZN|GR","Without Sequence","46.25","",""
"17/12/2023 01:00:00 - 17/12/2023 02:00:00","BZN|GR","Without Sequence","44.68","",""
"17/12/2023 02:00:00 - 17/12/2023 03:00:00","BZN|GR","Without Sequence","47.89","",""
"17/12/2023 03:00:00 - 17/12/2023 04:00:00","BZN|GR","Without Sequence","29.29","",""
"17/12/2023 04:00:00 - 17/12/2023 05:00:00","BZN|GR","Without Sequence","26.49","",""
"17/12/2023 05:00:00 - 17/12/2023 06:00:00","BZN|GR","Without Sequence","30.29","",""
"17/12/2023 06:00:00 - 17/12/2023 07:00:00","BZN|GR","Without Sequence","40.00","",""
"17/12/2023 07:00:00 - 17/12/2023 08:00:00","BZN|GR","Without Sequence","46.91","",""
"17/12/2023 08:00:00 - 17/12/2023 09:00:00","BZN|GR","Without Sequence","58.01","",""
"17/12/2023 09:00:00 - 17/12/2023 10:00:00","BZN|GR","Without Sequence","59.17","",""
"17/12/2023 10:00:00 - 17/12/2023 11:00:00","BZN|GR","Without Sequence","54.44","",""
"17/12/2023 11:00:00 - 17/12/2023 12:00:00","BZN|GR","Without Sequence","49.00","",""
"17/12/2023 12:00:00 - 17/12/2023 13:00:00","BZN|GR","Without Sequence","43.71","",""
"17/12/2023 13:00:00 - 17/12/2023 14:00:00","BZN|GR","Without Sequence","44.53","",""
"17/12/2023 14:00:00 - 17/12/2023 15:00:00","BZN|GR","Without Sequence","103.12","",""
"17/12/2023 15:00:00 - 17/12/2023 16:00:00","BZN|GR","Without Sequence","110.94","",""
"17/12/2023 16:00:00 - 17/12/2023 17:00:00","BZN|GR","Without Sequence","122.01","",""
"17/12/2023 17:00:00 - 17/12/2023 18:00:00","BZN|GR","Without Sequence","122.01","",""
"17/12/2023 18:00:00 - 17/12/2023 19:00:00","BZN|GR","Without Sequence","122.00","",""
"17/12/2023 19:00:00 - 17/12/2023 20:00:00","BZN|GR","Without Sequence","122.01","",""
"17/12/2023 20:00:00 - 17/12/2023 21:00:00","BZN|GR","Without Sequence","107.01","",""
"17/12/2023 21:00:00 - 17/12/2023 22:00:00","BZN|GR","Without Sequence","71.61","",""
"17/12/2023 22:00:00 - 17/12/2023 23:00:00","BZN|GR","Without Sequence","64.75","",""
"17/12/2023 23:00:00 - 18/12/2023 00:00:00","BZN|GR","Without Sequence","53.02","",""
