"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/12/2023 00:00:00 - 02/12/2023 01:00:00","BZN|GR","Without Sequence","90.50","",""
"02/12/2023 01:00:00 - 02/12/2023 02:00:00","BZN|GR","Without Sequence","92.63","",""
"02/12/2023 02:00:00 - 02/12/2023 03:00:00","BZN|GR","Without Sequence","71.26","",""
"02/12/2023 03:00:00 - 02/12/2023 04:00:00","BZN|GR","Without Sequence","60.00","",""
"02/12/2023 04:00:00 - 02/12/2023 05:00:00","BZN|GR","Without Sequence","75.08","",""
"02/12/2023 05:00:00 - 02/12/2023 06:00:00","BZN|GR","Without Sequence","71.10","",""
"02/12/2023 06:00:00 - 02/12/2023 07:00:00","BZN|GR","Without Sequence","90.00","",""
"02/12/2023 07:00:00 - 02/12/2023 08:00:00","BZN|GR","Without Sequence","94.15","",""
"02/12/2023 08:00:00 - 02/12/2023 09:00:00","BZN|GR","Without Sequence","120.12","",""
"02/12/2023 09:00:00 - 02/12/2023 10:00:00","BZN|GR","Without Sequence","122.00","",""
"02/12/2023 10:00:00 - 02/12/2023 11:00:00","BZN|GR","Without Sequence","102.18","",""
"02/12/2023 11:00:00 - 02/12/2023 12:00:00","BZN|GR","Without Sequence","101.30","",""
"02/12/2023 12:00:00 - 02/12/2023 13:00:00","BZN|GR","Without Sequence","103.07","",""
"02/12/2023 13:00:00 - 02/12/2023 14:00:00","BZN|GR","Without Sequence","114.59","",""
"02/12/2023 14:00:00 - 02/12/2023 15:00:00","BZN|GR","Without Sequence","118.52","",""
"02/12/2023 15:00:00 - 02/12/2023 16:00:00","BZN|GR","Without Sequence","122.01","",""
"02/12/2023 16:00:00 - 02/12/2023 17:00:00","BZN|GR","Without Sequence","129.79","",""
"02/12/2023 17:00:00 - 02/12/2023 18:00:00","BZN|GR","Without Sequence","137.25","",""
"02/12/2023 18:00:00 - 02/12/2023 19:00:00","BZN|GR","Without Sequence","126.95","",""
"02/12/2023 19:00:00 - 02/12/2023 20:00:00","BZN|GR","Without Sequence","122.00","",""
"02/12/2023 20:00:00 - 02/12/2023 21:00:00","BZN|GR","Without Sequence","95.12","",""
"02/12/2023 21:00:00 - 02/12/2023 22:00:00","BZN|GR","Without Sequence","95.32","",""
"02/12/2023 22:00:00 - 02/12/2023 23:00:00","BZN|GR","Without Sequence","90.00","",""
"02/12/2023 23:00:00 - 03/12/2023 00:00:00","BZN|GR","Without Sequence","81.00","",""
