"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/12/2023 00:00:00 - 01/12/2023 01:00:00","BZN|GR","Without Sequence","106.91","",""
"01/12/2023 01:00:00 - 01/12/2023 02:00:00","BZN|GR","Without Sequence","102.63","",""
"01/12/2023 02:00:00 - 01/12/2023 03:00:00","BZN|GR","Without Sequence","99.10","",""
"01/12/2023 03:00:00 - 01/12/2023 04:00:00","BZN|GR","Without Sequence","50.16","",""
"01/12/2023 04:00:00 - 01/12/2023 05:00:00","BZN|GR","Without Sequence","86.10","",""
"01/12/2023 05:00:00 - 01/12/2023 06:00:00","BZN|GR","Without Sequence","63.19","",""
"01/12/2023 06:00:00 - 01/12/2023 07:00:00","BZN|GR","Without Sequence","80.96","",""
"01/12/2023 07:00:00 - 01/12/2023 08:00:00","BZN|GR","Without Sequence","131.64","",""
"01/12/2023 08:00:00 - 01/12/2023 09:00:00","BZN|GR","Without Sequence","122.01","",""
"01/12/2023 09:00:00 - 01/12/2023 10:00:00","BZN|GR","Without Sequence","60.00","",""
"01/12/2023 10:00:00 - 01/12/2023 11:00:00","BZN|GR","Without Sequence","24.90","",""
"01/12/2023 11:00:00 - 01/12/2023 12:00:00","BZN|GR","Without Sequence","9.85","",""
"01/12/2023 12:00:00 - 01/12/2023 13:00:00","BZN|GR","Without Sequence","10.01","",""
"01/12/2023 13:00:00 - 01/12/2023 14:00:00","BZN|GR","Without Sequence","60.00","",""
"01/12/2023 14:00:00 - 01/12/2023 15:00:00","BZN|GR","Without Sequence","70.92","",""
"01/12/2023 15:00:00 - 01/12/2023 16:00:00","BZN|GR","Without Sequence","129.25","",""
"01/12/2023 16:00:00 - 01/12/2023 17:00:00","BZN|GR","Without Sequence","173.15","",""
"01/12/2023 17:00:00 - 01/12/2023 18:00:00","BZN|GR","Without Sequence","189.01","",""
"01/12/2023 18:00:00 - 01/12/2023 19:00:00","BZN|GR","Without Sequence","127.02","",""
"01/12/2023 19:00:00 - 01/12/2023 20:00:00","BZN|GR","Without Sequence","122.01","",""
"01/12/2023 20:00:00 - 01/12/2023 21:00:00","BZN|GR","Without Sequence","111.51","",""
"01/12/2023 21:00:00 - 01/12/2023 22:00:00","BZN|GR","Without Sequence","106.03","",""
"01/12/2023 22:00:00 - 01/12/2023 23:00:00","BZN|GR","Without Sequence","60.00","",""
"01/12/2023 23:00:00 - 02/12/2023 00:00:00","BZN|GR","Without Sequence","75.01","",""
