"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"16/12/2023 00:00:00 - 16/12/2023 01:00:00","BZN|GR","Without Sequence","86.59","",""
"16/12/2023 01:00:00 - 16/12/2023 02:00:00","BZN|GR","Without Sequence","84.35","",""
"16/12/2023 02:00:00 - 16/12/2023 03:00:00","BZN|GR","Without Sequence","70.35","",""
"16/12/2023 03:00:00 - 16/12/2023 04:00:00","BZN|GR","Without Sequence","66.90","",""
"16/12/2023 04:00:00 - 16/12/2023 05:00:00","BZN|GR","Without Sequence","54.10","",""
"16/12/2023 05:00:00 - 16/12/2023 06:00:00","BZN|GR","Without Sequence","55.64","",""
"16/12/2023 06:00:00 - 16/12/2023 07:00:00","BZN|GR","Without Sequence","59.34","",""
"16/12/2023 07:00:00 - 16/12/2023 08:00:00","BZN|GR","Without Sequence","65.10","",""
"16/12/2023 08:00:00 - 16/12/2023 09:00:00","BZN|GR","Without Sequence","101.84","",""
"16/12/2023 09:00:00 - 16/12/2023 10:00:00","BZN|GR","Without Sequence","99.79","",""
"16/12/2023 10:00:00 - 16/12/2023 11:00:00","BZN|GR","Without Sequence","90.00","",""
"16/12/2023 11:00:00 - 16/12/2023 12:00:00","BZN|GR","Without Sequence","87.28","",""
"16/12/2023 12:00:00 - 16/12/2023 13:00:00","BZN|GR","Without Sequence","95.93","",""
"16/12/2023 13:00:00 - 16/12/2023 14:00:00","BZN|GR","Without Sequence","78.11","",""
"16/12/2023 14:00:00 - 16/12/2023 15:00:00","BZN|GR","Without Sequence","103.79","",""
"16/12/2023 15:00:00 - 16/12/2023 16:00:00","BZN|GR","Without Sequence","95.93","",""
"16/12/2023 16:00:00 - 16/12/2023 17:00:00","BZN|GR","Without Sequence","121.37","",""
"16/12/2023 17:00:00 - 16/12/2023 18:00:00","BZN|GR","Without Sequence","117.29","",""
"16/12/2023 18:00:00 - 16/12/2023 19:00:00","BZN|GR","Without Sequence","114.27","",""
"16/12/2023 19:00:00 - 16/12/2023 20:00:00","BZN|GR","Without Sequence","117.55","",""
"16/12/2023 20:00:00 - 16/12/2023 21:00:00","BZN|GR","Without Sequence","76.68","",""
"16/12/2023 21:00:00 - 16/12/2023 22:00:00","BZN|GR","Without Sequence","65.08","",""
"16/12/2023 22:00:00 - 16/12/2023 23:00:00","BZN|GR","Without Sequence","66.61","",""
"16/12/2023 23:00:00 - 17/12/2023 00:00:00","BZN|GR","Without Sequence","54.70","",""
