"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"23/01/2024 00:00:00 - 23/01/2024 01:00:00","BZN|GR","Without Sequence","75.90","",""
"23/01/2024 01:00:00 - 23/01/2024 02:00:00","BZN|GR","Without Sequence","72.00","",""
"23/01/2024 02:00:00 - 23/01/2024 03:00:00","BZN|GR","Without Sequence","65.10","",""
"23/01/2024 03:00:00 - 23/01/2024 04:00:00","BZN|GR","Without Sequence","65.10","",""
"23/01/2024 04:00:00 - 23/01/2024 05:00:00","BZN|GR","Without Sequence","70.33","",""
"23/01/2024 05:00:00 - 23/01/2024 06:00:00","BZN|GR","Without Sequence","122.01","",""
"23/01/2024 06:00:00 - 23/01/2024 07:00:00","BZN|GR","Without Sequence","122.00","",""
"23/01/2024 07:00:00 - 23/01/2024 08:00:00","BZN|GR","Without Sequence","122.00","",""
"23/01/2024 08:00:00 - 23/01/2024 09:00:00","BZN|GR","Without Sequence","122.00","",""
"23/01/2024 09:00:00 - 23/01/2024 10:00:00","BZN|GR","Without Sequence","101.17","",""
"23/01/2024 10:00:00 - 23/01/2024 11:00:00","BZN|GR","Without Sequence","87.09","",""
"23/01/2024 11:00:00 - 23/01/2024 12:00:00","BZN|GR","Without Sequence","67.61","",""
"23/01/2024 12:00:00 - 23/01/2024 13:00:00","BZN|GR","Without Sequence","61.39","",""
"23/01/2024 13:00:00 - 23/01/2024 14:00:00","BZN|GR","Without Sequence","65.91","",""
"23/01/2024 14:00:00 - 23/01/2024 15:00:00","BZN|GR","Without Sequence","88.10","",""
"23/01/2024 15:00:00 - 23/01/2024 16:00:00","BZN|GR","Without Sequence","117.88","",""
"23/01/2024 16:00:00 - 23/01/2024 17:00:00","BZN|GR","Without Sequence","141.25","",""
"23/01/2024 17:00:00 - 23/01/2024 18:00:00","BZN|GR","Without Sequence","174.64","",""
"23/01/2024 18:00:00 - 23/01/2024 19:00:00","BZN|GR","Without Sequence","154.15","",""
"23/01/2024 19:00:00 - 23/01/2024 20:00:00","BZN|GR","Without Sequence","122.01","",""
"23/01/2024 20:00:00 - 23/01/2024 21:00:00","BZN|GR","Without Sequence","122.00","",""
"23/01/2024 21:00:00 - 23/01/2024 22:00:00","BZN|GR","Without Sequence","97.86","",""
"23/01/2024 22:00:00 - 23/01/2024 23:00:00","BZN|GR","Without Sequence","94.10","",""
"23/01/2024 23:00:00 - 24/01/2024 00:00:00","BZN|GR","Without Sequence","89.44","",""
